hash_par_vitima_suspeito,data_da_denuncia,denunciante,relacao_demandante_vitima,canal_de_atendimento,pais_de_origem_da_vitima,uf,estado,municipio,cenario_da_violacao,grupo_vulneravel,genero_da_vitima,idade_vitima,grau_instrucao_da_vitima,faixa_de_renda_da_vitima,raca_cor_da_vitima,deficiencia_vitima,genero_do_suspeito,idade_suspeito,grau_instrucao_do_suspeito,faixa_de_renda_do_suspeito,raca_cor_do_suspeito,deficiencia_suspeito,relacao_suspeito_x_vitima,denuncia_emergencial,nacionalidade_da_vitima,nacionalidade_do_suspeito,pais_de_origem_do_suspeito,etnia_da_vitima,etnia_do_suspeito,violacoes,motivacoes,agravantes,orientacao_sexual
296C1B865A7EBAD3CF80D5793F29D9432CD3C6DAEE6309E32F8C5DC2C8B0F1D3,14/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,N/D,N/D,N/D,N/D,N/D,N/D,MASCULINO,N/D,N/D,N/D,N/D,N/D,DIREITOR(A) DA UNIDADE PRISIONAL,NÃO,N/D,BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.MAUS TRATOS,,Agravantes.VÍTIMA PRESA EM INSTITUIÇÃO PÚBLICA,
E85E2C98E72044F5E18D3B4C70EC45E25DDA000F0260BA008F72686209BF1C9C,16/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,Olinda,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,05 a 09 anos,N/D,N/D,BRANCA,NÃO,FEMININO,30 a 34 anos,N/D,N/D,BRANCA,N/D,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.INJÚRIA,Motivação.EM RAZÃO DA IDADE,"Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
BB8BEED4EEA78DFF81E71DE652B345D74451FEBCD071F93AB6F9E3DE4CBB75EB,16/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,CE,Ceará,Russas,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,N/D,N/D,N/D,N/D,FEMININO,70 a 74 anos,N/D,N/D,N/D,N/D,CUNHADO(A),RISCO IMINENTE DE MORTE DA VÍTIMA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_fisica.LESÃO CORPORAL;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.AMEAÇA/COAÇÃO,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
DCE6C913EC02495016D0F0D599CAA6A079B7958DA3C788E83602DB03E74AF19C,03/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Lavínia,DELEGACIA DE POLÍCIA COMO UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,MASCULINO,N/D,N/D,N/D,N/D,N/D,MASCULINO,N/D,N/D,N/D,N/D,N/D,AGENTE PENITENCIÁRIO,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.EXPOSIÇÃO,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.VÍTIMA PRESA EM INSTITUIÇÃO PÚBLICA,
EDDFA0E47E8D1EBBC480EE4A307A6F052041EA52D16E2BEC60FA7F823314988D,01/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,CE,Ceará,Fortaleza,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,N/D,N/D,1 A 3 SALÁRIOS MÍNIMOS,PARDA,N/D,FEMININO,25 a 29 anos,N/D,1 A 3 SALÁRIOS MÍNIMOS,PRETA,NÃO,SEM RELAÇÃO,NÃO,N/D,BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
489E0371A88C76BAFB556501FC09700BC66B0B55417155499E7BA8B28245F250,15/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Belo Horizonte,CASA DO SUSPEITO,Violência Contra Pessoa Idosa,MASCULINO,70 a 74 anos,N/D,N/D,PARDA,NÃO,MASCULINO,N/D,N/D,N/D,N/D,NÃO,VIZINHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
74F5D74A822D010537C5572A16A446BB1FAAB227F204CECE3B58520EC924C07F,18/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Sorocaba,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,75 a 79 anos,ENSINO FUNDAMENTAL COMPLETO,1 A 3 SALÁRIOS MÍNIMOS,BRANCA,NÃO,MASCULINO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS;Motivação.EM RAZÃO DA IDADE,,
5CE445305D2D69917784923428E3441E1E39BCDFFE94EBDB7ADEA43D09C6FF79,04/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,LOCAL DE TRABALHO DA VÍTIMA,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,HIERARQUICAMENTE SUPERIOR,NÃO,N/D,BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.EXPOSIÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,,Agravantes.AUTOR EM POSIÇÃO DE ASCENÇÃO OU DE AUTORIDADE,
62C3D8BB2AADD852F473EFB1EC40177702D22FFE6095F3E7BEAB60471897DEF7,02/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Cabreúva,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,N/D,N/D,N/D,N/D,N/D,FEMININO,18 a 19 anos,N/D,N/D,N/D,N/D,PAI/ MÃE,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
4F5145CF33E9098475D10675834A282C46C3DBBB71A99C9B9A5E99AAE36A06C7,11/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,AM,Amazonas,Manaus,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,BRANCA,SIM,MASCULINO,N/D,N/D,N/D,BRANCA,NÃO,N/D,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
A32DD1FD0AF44CF26178AE0E1957D4A0F80ABE20EDE5CF1DA57F89B1E8201A0C,17/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,N/D,05 a 09 anos,N/D,N/D,PARDA,NÃO,FEMININO,N/D,ENSINO MÉDIO COMPLETO,N/D,PARDA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.CONSTRANGIMENTO;violencia_violacoes_gerais.AGRESSÕES QUE VIOLAM O DIREITO A IGUALDADE FORMAL,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
B7814B1716A916F6E9DF31B596CC0332908023ECDFFEC417DBB6D77413A500B6,03/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MS,Mato Grosso do Sul,Campo Grande,LOCAL DE TRABALHO DO AGRESSOR,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,,
FF90D4D0BE8B902938628E3A8AC8AC432D4E4C0C201BFD5E24B624A8F06CAB19,18/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Cotia,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,15 a 17 anos,N/D,N/D,PARDA,NÃO,N/D,35 a 39 anos,N/D,N/D,PRETA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.EXPOSIÇÃO,,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
1BEE97CFDFB5B201328D7547A73D4687EEC342FAC58BE613F8839CEAB3C3524B,13/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RS,Rio Grande do Sul,Canoas,CASA VÍTIMA,Violência Contra Criança ou Adolescente,FEMININO,10 a 11 anos,N/D,N/D,BRANCA,NÃO,FEMININO,45 a 49 anos,SUPERIOR INCOMPLETO,N/D,PARDA,N/D,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_psicologica.INSUBSISTÊNCIA AFETIVA,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
5ED9A9AEB5CA0569F7F01573747EB6979152984B4FF6ADC7E0EE74E796C12B43,26/02/2020 00:00,TERCEIRO,FILHO(A),DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MS,Mato Grosso do Sul,Campo Grande,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,ENSINO MÉDIO COMPLETO,1 A 3 SALÁRIOS MÍNIMOS,PARDA,NÃO,FEMININO,N/D,N/D,N/D,BRANCA,NÃO,NETO(A),NÃO,BRASILEIRO(A),N/D,BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.ASSÉDIO MORAL OBJETIVO;violencia_agressao_liberdade_civil.LIVRE EXERCÍCIO DO PODER FAMILIAR;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
EA71CDAE793FF5382D92EC9D5026C1C6BCF317FD7ADA46C3B8208B6D575461D9,19/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,,SP,São Paulo,São Paulo,N/D,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,FEMININO,55 a 59 anos,N/D,N/D,BRANCA,NÃO,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.MAUS TRATOS;violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES",
AFB5C72D897C3707B65FC104740ED0B6E6F2DBD4B548759AFD85900624B95C88,21/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,São Lourenço da Mata,CASA DO SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,N/D,N/D,N/D,N/D,NÃO,MASCULINO,50 a 54 anos,N/D,N/D,BRANCA,NÃO,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.CONSTRANGIMENTO;violencia_violacoes_gerais.LIBERDADE SEXUAL FÍSICA - ESTUPRO,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DO SEXO BIOLÓGICO,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CONHECIDO",
D7A5BBCF31746E217909BE99A8ADFD3A1A00202FA40CAB39524987BDCDB613EE,18/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,PARDA,SIM,MASCULINO,55 a 59 anos,ANALFABETO,N/D,BRANCA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.LESÃO CORPORAL;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.INJÚRIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
A34FFDA50197D5261523244412415FC1B04A42431D2866E664DB72840BDB0769,06/06/2020 00:00,TERCEIRO,FILHO(A),DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Cruzeiro,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,ENSINO MÉDIO COMPLETO,ATÉ 1 SALÁRIO MÍNIMO,BRANCA,NÃO,FEMININO,20 a 24 anos,ENSINO MÉDIO INCOMPLETO,N/D,BRANCA,NÃO,NETO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_fisica.LESÃO CORPORAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_agressao_honra.CALÚNIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS;Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
959D8D9CDE3A56D68E5D0FB11AC69120C3D2B1776212CD51A67B1C79DD3CFBDB,22/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,N/D,N/D,N/D,NÃO,FEMININO,60 a 64 anos,N/D,N/D,N/D,N/D,AVÔ(Ó),NÃO,BRASILEIRO(A),N/D,N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.OUTROS;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.LESÃO CORPORAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.EXPOSIÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DO SEXO BIOLÓGICO;Motivação.EM RAZÃO DA IDADE,"Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CONHECIDO",
D152C13F0471952CB8C1F9A225D117DB03414C26FDB36377A1A9DDFC52451B28,02/03/2020 00:00,O PRÓPRIO AGRESSOR,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PI,Piauí,Teresina,CASA DO SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,10 a 11 anos,N/D,N/D,N/D,N/D,MASCULINO,30 a 34 anos,N/D,N/D,N/D,N/D,SEM RELAÇÃO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_violacoes_gerais.LIBERDADE SEXUAL FÍSICA - ESTUPRO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.LIBERDADE SEXUAL PSÍQUICA - ABUSO SEXUAL PSÍQUICO,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
9EFF360DF8CE823333679235AC45CB305AFE022E43F23D8DB6BBC992D20AC798,09/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,GO,Goias,Luziânia,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,SUPERIOR COMPLETO,5 A 15 SALÁRIOS MÍNIMOS,BRANCA,SIM,MASCULINO,25 a 29 anos,ENSINO MÉDIO COMPLETO,N/D,PARDA,NÃO,SOBRINHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE CONDIÇÕES MENTAIS;Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CONHECIDO;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
2B1F8660429BD5F4CFA05247444B0F82E190CF9DF6BD6126DE97DA3624766210,17/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,ES,Espírito Santo,Vila Velha,"BAR, LANCHONETE, RESTAURANTE",Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,,
AAE3FA2C957E6FC47F82B8DFDE1A4752B090574FBB3C515FD1455811A10952BD,26/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PA,Pará,Ananindeua,OUTROS,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.RISCO DE MORTE,
E268174B78ECC22B39235F8B7865FC63F01E3EBC9EF43FD2B75EE4DFED7888F5,28/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,,CE,Ceará,Fortaleza,OUTROS,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,,
835B01A25A66CFDDB39C2571B991900F820FB334908958F00F47EF8058D5FB4D,12/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Esplanada,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,MASCULINO,80 anos ou mais,ANALFABETO,ATÉ 1 SALÁRIO MÍNIMO,N/D,NÃO,MASCULINO,45 a 49 anos,N/D,N/D,N/D,NÃO,N/D,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA ECONÔMICA;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
